ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600436.SH,20230103,288.5,290.51,282.56,283.88,288.46,-4.58,-1.5877,20330.14,578504.412
600436.SH,20230104,283.0,284.33,279.61,281.4,283.88,-2.48,-0.8736,21675.71,610107.534
600436.SH,20230105,282.9,291.66,280.88,289.9,281.4,8.5,3.0206,30241.26,871301.383
600436.SH,20230106,290.5,290.6,285.9,288.0,289.9,-1.9,-0.6554,15346.96,441224.725
600436.SH,20230109,288.16,293.99,288.16,291.48,288.0,3.48,1.2083,17644.23,513800.525
600436.SH,20230110,292.5,293.22,290.02,291.64,291.48,0.16,0.0549,14461.48,421914.478
600436.SH,20230111,291.64,292.7,288.5,290.8,291.64,-0.84,-0.288,14910.05,433016.298
600436.SH,20230112,290.81,302.0,290.8,293.3,290.8,2.5,0.8597,30845.53,914976.935
600436.SH,20230113,293.4,297.7,290.25,297.7,293.3,4.4,1.5002,19692.2,580577.481
600436.SH,20230116,297.71,315.05,297.71,312.36,297.7,14.66,4.9244,50620.87,1569713.309
600436.SH,20230117,312.39,314.5,310.2,311.8,312.36,-0.56,-0.1793,19110.52,596849.601
600436.SH,20230118,313.0,317.59,309.28,310.4,311.8,-1.4,-0.449,17691.9,552510.271
600436.SH,20230119,310.4,314.48,306.18,312.8,310.4,2.4,0.7732,20248.16,630239.463
600436.SH,20230120,314.0,321.99,314.0,317.77,312.8,4.97,1.5889,29965.09,953213.459
600436.SH,20230130,320.58,330.3,316.87,324.5,317.77,6.73,2.1179,35566.46,1151841.172
600436.SH,20230131,310.0,319.0,308.0,310.8,324.5,-13.7,-4.2219,38014.48,1189204.041
600436.SH,20230201,310.0,314.44,306.96,311.14,310.8,0.34,0.1094,21446.48,665059.811
600436.SH,20230202,312.0,312.8,309.12,309.43,311.14,-1.71,-0.5496,13629.96,422970.222
600436.SH,20230203,308.01,308.01,300.25,304.6,309.43,-4.83,-1.5609,21707.23,659142.893
600436.SH,20230206,302.05,303.11,298.0,299.22,304.6,-5.38,-1.7663,15423.38,462367.998
600436.SH,20230207,299.42,302.8,296.7,296.9,299.22,-2.32,-0.7753,14237.11,424801.097
600436.SH,20230208,297.8,300.85,297.0,297.63,296.9,0.73,0.2459,9817.5,293387.443
600436.SH,20230209,299.2,303.65,297.63,303.6,297.63,5.97,2.0058,17672.45,534363.97
600436.SH,20230210,303.1,307.0,302.0,306.88,303.6,3.28,1.0804,14583.42,443687.299
600436.SH,20230213,306.96,315.0,305.4,311.18,306.88,4.3,1.4012,18557.68,576157.788
600436.SH,20230214,314.0,314.0,309.5,312.5,311.18,1.32,0.4242,11888.52,370240.222
600436.SH,20230215,312.3,317.5,310.13,311.45,312.5,-1.05,-0.336,15298.47,480075.69
600436.SH,20230216,311.0,317.39,310.05,312.3,311.45,0.85,0.2729,21263.53,669106.512
600436.SH,20230217,312.11,317.5,309.78,310.01,312.3,-2.29,-0.7333,18372.97,577067.258
600436.SH,20230220,311.0,316.0,303.5,314.55,310.01,4.54,1.4645,27409.79,848217.884
600436.SH,20230221,314.89,319.55,314.8,317.81,314.55,3.26,1.0364,18657.05,591235.834
600436.SH,20230222,316.77,318.4,315.18,316.02,317.81,-1.79,-0.5632,10939.02,346359.396
600436.SH,20230223,316.02,317.75,310.0,311.71,316.02,-4.31,-1.3638,14965.78,467854.374
600436.SH,20230224,311.8,312.0,305.78,308.06,311.71,-3.65,-1.171,14021.04,431997.878
600436.SH,20230227,304.3,310.6,303.98,307.23,308.06,-0.83,-0.2694,13687.52,420193.974
600436.SH,20230228,307.26,311.99,306.0,308.73,307.23,1.5,0.4882,14322.13,441633.786
600436.SH,20230301,309.9,315.49,308.66,314.58,308.73,5.85,1.8949,18041.98,565182.126
600436.SH,20230302,313.64,315.99,310.39,312.17,314.58,-2.41,-0.7661,9939.41,310964.97
600436.SH,20230303,312.2,314.56,308.75,309.0,312.17,-3.17,-1.0155,13073.47,405965.139
600436.SH,20230306,309.33,314.6,305.45,310.44,309.0,1.44,0.466,15088.92,468888.166
600436.SH,20230307,309.0,312.41,304.5,304.87,310.44,-5.57,-1.7942,15919.61,489648.871
600436.SH,20230308,304.0,305.97,301.15,303.05,304.87,-1.82,-0.597,10408.15,315879.362
600436.SH,20230309,303.23,304.85,298.0,300.0,303.05,-3.05,-1.0064,11657.87,351091.605
600436.SH,20230310,297.99,303.96,296.7,300.86,300.0,0.86,0.2867,13061.4,392674.332
600436.SH,20230313,297.01,310.97,297.01,305.91,300.86,5.05,1.6785,20148.51,616003.793
600436.SH,20230314,305.82,308.5,301.19,303.0,305.91,-2.91,-0.9513,12130.26,369087.15
600436.SH,20230315,304.52,306.52,297.01,297.1,303.0,-5.9,-1.9472,17756.6,533550.161
600436.SH,20230316,297.1,299.1,288.85,288.85,297.1,-8.25,-2.7768,29685.39,866977.828
600436.SH,20230317,291.35,294.36,284.43,284.5,288.85,-4.35,-1.506,28083.83,811347.533
600436.SH,20230320,283.0,284.0,277.01,278.5,284.5,-6.0,-2.109,25830.74,723347.742
600436.SH,20230321,278.93,282.63,278.01,281.4,278.5,2.9,1.0413,19933.69,559020.118
600436.SH,20230322,283.25,284.96,282.2,283.42,281.4,2.02,0.7178,12456.01,353231.441
600436.SH,20230323,282.1,285.55,280.46,283.3,283.42,-0.12,-0.0423,10515.09,297736.03
600436.SH,20230324,283.3,285.26,280.48,281.22,283.3,-2.08,-0.7342,12634.65,357027.87
600436.SH,20230327,281.28,282.88,277.51,278.8,281.22,-2.42,-0.8605,17739.14,496156.57
600436.SH,20230328,279.23,281.23,278.0,278.8,278.8,0.0,0.0,17226.29,481252.173
600436.SH,20230329,280.39,284.1,278.95,281.5,278.8,2.7,0.9684,13816.57,388229.245
600436.SH,20230330,281.52,283.0,279.0,282.28,281.5,0.78,0.2771,9920.71,278556.331
600436.SH,20230331,282.7,286.97,282.5,284.38,282.28,2.1,0.7439,18736.36,533415.785
600436.SH,20230403,285.0,285.77,280.0,281.88,284.38,-2.5,-0.8791,17521.6,493706.458
600436.SH,20230404,282.05,289.0,281.0,288.98,281.88,7.1,2.5188,25625.37,730970.502
600436.SH,20230406,288.98,295.92,287.01,291.39,288.98,2.41,0.834,18612.04,544678.122
600436.SH,20230407,291.39,293.0,289.39,291.49,291.39,0.1,0.0343,12309.1,358551.803
600436.SH,20230410,292.12,292.98,284.0,284.69,291.49,-6.8,-2.3328,20884.86,597387.051
600436.SH,20230411,283.87,287.62,283.87,286.15,284.69,1.46,0.5128,15928.63,455317.19
600436.SH,20230412,286.0,287.0,280.0,280.66,286.15,-5.49,-1.9186,18450.35,520365.245
600436.SH,20230413,279.93,283.77,277.01,282.0,280.66,1.34,0.4774,13673.8,384519.925
600436.SH,20230414,282.0,287.65,280.54,281.31,282.0,-0.69,-0.2447,15001.72,425177.585
600436.SH,20230417,280.0,280.0,271.26,273.8,281.31,-7.51,-2.6697,48983.97,1342522.694
600436.SH,20230418,273.0,275.4,272.07,275.08,273.8,1.28,0.4675,19897.6,546493.839
600436.SH,20230419,275.11,275.33,272.08,273.96,275.08,-1.12,-0.4072,15830.45,432663.904
600436.SH,20230420,273.96,275.0,266.98,270.0,273.96,-3.96,-1.4455,23952.08,647289.043
600436.SH,20230421,270.0,273.63,269.1,269.16,270.0,-0.84,-0.3111,17536.77,475699.73
600436.SH,20230424,269.28,269.95,261.01,262.38,269.16,-6.78,-2.5189,23562.61,622712.979
600436.SH,20230425,263.0,269.22,259.5,268.86,262.38,6.48,2.4697,23111.87,612266.138
600436.SH,20230426,268.87,272.98,267.06,267.2,268.86,-1.66,-0.6174,16404.35,441635.768
600436.SH,20230427,266.03,271.79,266.0,269.4,267.2,2.2,0.8234,15265.11,410621.341
600436.SH,20230428,270.45,273.87,268.0,271.93,269.4,2.53,0.9391,19610.08,531934.843
600436.SH,20230504,271.99,277.15,271.0,273.65,271.93,1.72,0.6325,21644.42,591295.558
600436.SH,20230505,273.09,275.08,268.3,273.81,273.65,0.16,0.0585,16980.36,461220.311
600436.SH,20230508,301.19,301.19,301.19,301.19,273.81,27.38,9.9996,17145.2,516396.279
600436.SH,20230509,310.0,321.0,307.44,312.95,301.19,11.76,3.9045,98481.12,3092953.211
600436.SH,20230510,308.85,315.0,308.0,309.45,312.95,-3.5,-1.1184,35988.78,1118455.447
600436.SH,20230511,309.15,312.66,296.5,301.25,309.45,-8.2,-2.6499,45676.98,1384109.936
600436.SH,20230512,298.0,303.2,296.51,302.3,301.25,1.05,0.3485,25501.19,767541.643
600436.SH,20230515,301.28,305.74,301.28,305.7,302.3,3.4,1.1247,20182.28,614087.31
600436.SH,20230516,306.1,306.52,304.62,305.61,305.7,-0.09,-0.0294,13185.75,402770.777
600436.SH,20230517,304.8,306.37,303.88,305.0,305.61,-0.61,-0.1996,13212.64,403233.242
600436.SH,20230518,306.0,306.99,303.0,305.83,305.0,0.83,0.2721,13428.09,409909.866
600436.SH,20230519,306.43,306.99,304.18,305.85,305.83,0.02,0.0065,11597.21,354489.625
600436.SH,20230522,306.46,315.86,306.16,314.44,305.85,8.59,2.8086,29608.08,925370.648
600436.SH,20230523,313.07,315.98,309.0,309.4,314.44,-5.04,-1.6028,13119.01,409690.897
600436.SH,20230524,309.01,309.19,303.36,304.76,309.4,-4.64,-1.4997,15664.89,479157.539
600436.SH,20230525,304.51,307.72,303.36,306.78,304.76,2.02,0.6628,12802.79,391389.108
600436.SH,20230526,307.8,308.88,303.56,306.6,306.78,-0.18,-0.0587,10818.39,331611.554
600436.SH,20230529,306.6,310.88,305.04,308.24,306.6,1.64,0.5349,15176.44,466608.06
600436.SH,20230530,308.18,309.69,301.0,305.02,308.24,-3.22,-1.0446,15143.5,462176.906
600436.SH,20230531,305.54,305.54,300.0,304.2,305.02,-0.82,-0.2688,19034.76,576803.136
600436.SH,20230601,302.5,304.8,297.28,298.0,304.2,-6.2,-2.0381,19740.49,593109.956
600436.SH,20230602,298.0,304.0,297.3,302.08,298.0,4.08,1.3691,16855.24,507732.383
600436.SH,20230605,302.07,303.99,298.02,299.4,302.08,-2.68,-0.8872,11613.81,348469.126
600436.SH,20230606,299.4,299.4,295.0,296.5,299.4,-2.9,-0.9686,13431.42,399084.721
600436.SH,20230607,296.4,297.24,290.12,291.17,296.5,-5.33,-1.7976,13019.91,381959.548
600436.SH,20230608,290.12,291.17,285.0,287.67,291.17,-3.5,-1.202,15006.6,432408.442
600436.SH,20230609,290.0,290.66,284.28,285.15,287.67,-2.52,-0.876,14168.88,405361.617
600436.SH,20230612,284.36,292.97,283.11,290.6,285.15,5.45,1.9113,19979.86,575998.557
600436.SH,20230613,292.5,294.88,288.25,290.1,290.6,-0.5,-0.1721,13522.88,392980.94
600436.SH,20230614,291.0,300.2,290.5,296.36,290.1,6.26,2.1579,25648.04,761082.259
600436.SH,20230615,296.5,299.89,295.9,299.89,296.36,3.53,1.1911,11880.94,354336.169
600436.SH,20230616,302.96,303.5,296.5,298.29,299.89,-1.6,-0.5335,16837.42,503066.164
600436.SH,20230619,298.9,299.97,292.0,293.92,298.29,-4.37,-1.465,16251.93,478700.911
600436.SH,20230620,291.99,294.94,291.92,292.9,293.92,-1.02,-0.347,10018.95,293873.566
600436.SH,20230621,293.33,293.5,288.68,288.78,292.9,-4.12,-1.4066,11781.2,342631.61
600436.SH,20230626,286.9,290.95,282.0,289.28,288.78,0.5,0.1731,16195.95,464189.239
600436.SH,20230627,289.0,295.0,286.02,286.06,289.28,-3.22,-1.1131,15560.33,449466.384
600436.SH,20230628,286.0,287.13,284.25,285.46,286.06,-0.6,-0.2097,9656.0,275896.375
600436.SH,20230629,285.7,288.0,283.55,285.78,285.46,0.32,0.1121,10965.5,313149.304
600436.SH,20230630,286.0,288.88,284.77,286.36,285.78,0.58,0.203,11440.3,328303.218
600436.SH,20230703,286.4,288.56,284.63,287.78,286.36,1.42,0.4959,11105.86,318964.644
600436.SH,20230704,287.5,289.0,284.61,287.49,287.78,-0.29,-0.1008,11478.25,328759.267
600436.SH,20230705,287.49,287.86,284.5,285.32,287.49,-2.17,-0.7548,8286.0,236723.874
600436.SH,20230706,285.25,286.88,281.51,282.1,285.32,-3.22,-1.1286,12575.32,356756.393
600436.SH,20230707,281.5,283.45,278.55,281.19,282.1,-0.91,-0.3226,9031.84,254363.119
600436.SH,20230710,282.57,286.5,282.0,284.33,281.19,3.14,1.1167,11310.86,321836.208
600436.SH,20230711,285.4,286.45,284.25,286.24,284.33,1.91,0.6718,8341.68,238299.195
600436.SH,20230712,286.65,287.0,282.34,282.8,284.99,-2.19,-0.7684,7702.08,219122.818
600436.SH,20230713,282.71,286.0,282.7,285.58,282.8,2.78,0.983,11072.27,315675.041
600436.SH,20230714,286.91,287.3,282.13,283.54,285.58,-2.04,-0.7143,10677.0,303361.676
600436.SH,20230717,283.54,285.0,281.5,284.94,283.54,1.4,0.4938,8500.96,240871.263
600436.SH,20230718,284.8,286.0,283.23,286.0,284.94,1.06,0.372,7683.87,218226.81
600436.SH,20230719,285.0,285.2,282.65,282.9,286.0,-3.1,-1.0839,9534.91,270567.971
600436.SH,20230720,284.66,284.82,281.55,281.57,282.9,-1.33,-0.4701,11429.01,323295.324
