ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002475.SZ,20230103,31.63,32.12,30.96,31.52,31.75,-0.23,-0.7244,425836.25,1343981.752
002475.SZ,20230104,31.2,31.22,28.37,28.37,31.52,-3.15,-9.9937,1820305.74,5267043.589
002475.SZ,20230105,29.06,29.42,28.37,29.4,28.37,1.03,3.6306,1475813.93,4280210.207
002475.SZ,20230106,28.75,29.19,28.37,28.85,29.4,-0.55,-1.8707,911004.38,2621224.436
002475.SZ,20230109,28.83,29.28,28.83,29.09,28.85,0.24,0.8319,574214.56,1669552.658
002475.SZ,20230110,29.15,29.91,28.71,29.65,29.09,0.56,1.9251,611756.02,1797812.206
002475.SZ,20230111,29.66,30.1,29.36,29.36,29.65,-0.29,-0.9781,397905.21,1177362.625
002475.SZ,20230112,29.49,29.71,29.13,29.46,29.36,0.1,0.3406,293878.62,863995.294
002475.SZ,20230113,29.43,29.58,28.94,29.24,29.46,-0.22,-0.7468,361666.31,1055345.418
002475.SZ,20230116,29.06,30.18,29.03,29.78,29.24,0.54,1.8468,705385.56,2097452.01
002475.SZ,20230117,29.79,31.3,29.67,31.04,29.78,1.26,4.231,750353.06,2320152.768
002475.SZ,20230118,30.99,31.16,30.72,30.8,31.04,-0.24,-0.7732,337017.6,1041884.366
002475.SZ,20230119,30.8,31.09,30.52,31.0,30.8,0.2,0.6494,280394.15,865731.785
002475.SZ,20230120,31.07,31.43,30.9,31.09,31.0,0.09,0.2903,305868.23,951760.939
002475.SZ,20230130,32.03,33.29,31.9,32.64,31.09,1.55,4.9855,966296.07,3156136.46
002475.SZ,20230131,32.66,32.98,32.21,32.48,32.64,-0.16,-0.4902,357126.73,1162534.725
002475.SZ,20230201,32.49,33.21,32.26,33.11,32.48,0.63,1.9397,489895.87,1605961.375
002475.SZ,20230202,33.13,33.48,32.61,32.63,33.11,-0.48,-1.4497,395145.99,1298848.21
002475.SZ,20230203,32.51,33.07,31.89,32.78,32.63,0.15,0.4597,483322.91,1568488.779
002475.SZ,20230206,32.28,32.56,31.65,31.92,32.78,-0.86,-2.6236,569379.23,1820977.251
002475.SZ,20230207,32.09,32.23,31.6,31.74,31.92,-0.18,-0.5639,352353.95,1120617.698
002475.SZ,20230208,31.81,32.15,31.45,31.61,31.74,-0.13,-0.4096,336209.3,1064595.805
002475.SZ,20230209,31.48,32.48,31.43,32.44,31.61,0.83,2.6258,443297.59,1427874.207
002475.SZ,20230210,32.3,32.55,31.98,32.13,32.44,-0.31,-0.9556,300568.08,967718.33
002475.SZ,20230213,31.77,33.02,31.73,32.96,32.13,0.83,2.5833,550976.98,1799988.142
002475.SZ,20230214,32.96,33.1,32.69,32.98,32.96,0.02,0.0607,326355.3,1073433.696
002475.SZ,20230215,33.03,33.6,32.88,33.23,32.98,0.25,0.758,352092.02,1169086.275
002475.SZ,20230216,33.21,34.0,32.77,33.03,33.23,-0.2,-0.6019,568232.64,1902036.708
002475.SZ,20230217,33.03,33.38,31.68,31.75,33.03,-1.28,-3.8753,462610.68,1496019.421
002475.SZ,20230220,31.6,31.75,30.33,31.3,31.75,-0.45,-1.4173,722956.34,2243960.417
002475.SZ,20230221,31.27,31.8,31.14,31.46,31.3,0.16,0.5112,345133.45,1083399.604
002475.SZ,20230222,31.11,31.2,30.36,30.76,31.46,-0.7,-2.225,502283.04,1541871.539
002475.SZ,20230223,30.78,32.3,30.68,31.71,30.76,0.95,3.0884,724184.03,2291784.243
002475.SZ,20230224,31.78,31.78,30.85,31.0,31.71,-0.71,-2.239,436738.96,1359347.216
002475.SZ,20230227,30.99,31.16,29.8,30.0,31.0,-1.0,-3.2258,786451.55,2371225.006
002475.SZ,20230228,29.98,30.5,29.75,29.94,30.0,-0.06,-0.2,459716.47,1380752.213
002475.SZ,20230301,30.02,30.93,29.95,30.9,29.94,0.96,3.2064,610365.88,1868432.208
002475.SZ,20230302,30.8,30.95,30.46,30.51,30.9,-0.39,-1.2621,318176.92,974643.529
002475.SZ,20230303,30.65,30.78,30.0,30.25,30.51,-0.26,-0.8522,386983.98,1169336.592
002475.SZ,20230306,30.25,30.32,29.8,30.01,30.25,-0.24,-0.7934,350003.07,1049562.871
002475.SZ,20230307,29.92,29.97,29.2,29.33,30.01,-0.68,-2.2659,408459.41,1207538.295
002475.SZ,20230308,29.11,29.25,28.95,29.13,29.33,-0.2,-0.6819,347282.39,1010086.2
002475.SZ,20230309,29.2,29.42,28.93,29.28,29.13,0.15,0.5149,303625.5,887301.114
002475.SZ,20230310,29.0,29.2,28.75,28.8,29.28,-0.48,-1.6393,346352.87,1000956.368
002475.SZ,20230313,28.68,28.93,28.43,28.8,28.8,0.0,0.0,341556.6,979840.338
002475.SZ,20230314,28.8,28.84,27.8,28.33,28.8,-0.47,-1.6319,564230.09,1591612.182
002475.SZ,20230315,28.5,29.28,28.43,28.74,28.33,0.41,1.4472,460083.27,1328237.466
002475.SZ,20230316,28.45,28.65,27.68,27.72,28.74,-1.02,-3.5491,529271.47,1482057.452
002475.SZ,20230317,28.01,28.32,27.5,27.59,27.72,-0.13,-0.469,447194.31,1246831.835
002475.SZ,20230320,27.6,28.29,27.2,27.9,27.59,0.31,1.1236,659259.39,1837050.925
002475.SZ,20230321,28.0,28.24,27.71,28.24,27.9,0.34,1.2186,364742.83,1023531.146
002475.SZ,20230322,28.25,28.96,28.11,28.86,28.24,0.62,2.1955,497796.26,1429756.584
002475.SZ,20230323,28.8,29.85,28.65,29.33,28.86,0.47,1.6286,770090.87,2264227.049
002475.SZ,20230324,29.88,31.51,29.83,31.3,29.33,1.97,6.7167,1789399.32,5549377.089
002475.SZ,20230327,31.3,31.9,30.5,31.0,31.3,-0.3,-0.9585,1025543.93,3196310.534
002475.SZ,20230328,30.89,30.98,29.63,29.77,31.0,-1.23,-3.9677,818461.88,2467551.59
002475.SZ,20230329,30.16,30.65,30.0,30.2,29.77,0.43,1.4444,521265.17,1579515.102
002475.SZ,20230330,30.74,30.99,29.85,30.45,30.2,0.25,0.8278,482365.86,1463980.199
002475.SZ,20230331,30.0,30.54,29.8,30.31,30.45,-0.14,-0.4598,414669.7,1255259.238
002475.SZ,20230403,30.31,30.72,30.19,30.58,30.31,0.27,0.8908,516529.55,1573829.488
002475.SZ,20230404,30.6,31.07,30.45,30.77,30.58,0.19,0.6213,669319.35,2057747.172
002475.SZ,20230406,30.4,31.95,30.27,31.3,30.77,0.53,1.7225,836329.69,2603834.023
002475.SZ,20230407,31.13,31.65,30.9,31.1,31.3,-0.2,-0.639,468841.07,1461850.645
002475.SZ,20230410,31.1,31.96,30.51,30.73,31.1,-0.37,-1.1897,620843.13,1939299.568
002475.SZ,20230411,30.21,30.85,30.08,30.46,30.73,-0.27,-0.8786,438224.31,1334579.505
002475.SZ,20230412,31.06,32.1,31.06,32.02,30.46,1.56,5.1215,1206194.08,3838895.426
002475.SZ,20230413,31.76,31.97,30.43,30.53,32.02,-1.49,-4.6533,754105.75,2338427.016
002475.SZ,20230414,30.61,30.75,30.17,30.57,30.53,0.04,0.131,417883.19,1271956.856
002475.SZ,20230417,30.4,30.4,29.48,29.69,30.57,-0.88,-2.8786,728515.07,2165731.387
002475.SZ,20230418,29.3,29.75,29.09,29.53,29.69,-0.16,-0.5389,412439.79,1213885.094
002475.SZ,20230419,29.5,29.57,28.72,28.87,29.53,-0.66,-2.235,550957.52,1598894.25
002475.SZ,20230420,28.92,29.19,28.39,28.62,28.87,-0.25,-0.866,505490.73,1449773.835
002475.SZ,20230421,28.89,29.25,27.62,27.72,28.62,-0.9,-3.1447,757593.46,2130821.183
002475.SZ,20230424,27.72,27.84,26.83,27.0,27.72,-0.72,-2.5974,822200.66,2243541.318
002475.SZ,20230425,26.9,27.05,25.76,26.02,27.0,-0.98,-3.6296,820435.74,2143373.764
002475.SZ,20230426,26.05,27.28,26.03,26.64,26.02,0.62,2.3828,726717.44,1928541.084
002475.SZ,20230427,26.37,26.38,25.0,25.15,26.64,-1.49,-5.5931,1401278.7,3557987.821
002475.SZ,20230428,26.2,26.74,25.78,26.1,25.15,0.95,3.7773,1072720.65,2807247.071
002475.SZ,20230504,26.05,26.07,25.49,25.62,26.1,-0.48,-1.8391,589504.01,1511944.17
002475.SZ,20230505,25.62,25.91,25.38,25.84,25.62,0.22,0.8587,534809.69,1372848.062
002475.SZ,20230508,26.0,26.04,25.46,25.6,25.84,-0.24,-0.9288,506522.77,1299730.137
