ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
601888.SH,20230103,217.0,218.5,212.18,214.1,216.03,-1.93,-0.8934,88056.56,1887601.443
601888.SH,20230104,213.8,216.91,212.84,215.11,214.1,1.01,0.4717,69785.37,1498138.373
601888.SH,20230105,217.8,226.69,214.8,225.9,215.11,10.79,5.016,175531.1,3914000.876
601888.SH,20230106,225.73,225.84,222.86,224.67,225.9,-1.23,-0.5445,77195.21,1732324.753
601888.SH,20230109,225.45,226.8,223.3,225.68,224.67,1.01,0.4495,83622.59,1881160.729
601888.SH,20230110,225.5,233.33,224.45,231.98,225.68,6.3,2.7916,131938.43,3050861.781
601888.SH,20230111,232.0,232.83,228.5,228.6,231.98,-3.38,-1.457,61821.26,1423463.109
601888.SH,20230112,229.69,232.68,223.4,225.02,228.6,-3.58,-1.5661,97179.9,2200024.086
601888.SH,20230113,225.02,228.88,224.11,228.5,225.02,3.48,1.5465,98922.66,2246783.419
601888.SH,20230116,230.88,236.0,229.58,232.8,228.5,4.3,1.8818,148098.18,3460836.439
601888.SH,20230117,233.06,233.71,228.14,230.99,232.8,-1.81,-0.7775,65262.34,1506678.398
601888.SH,20230118,233.0,235.0,229.0,229.3,230.99,-1.69,-0.7316,62110.84,1439472.876
601888.SH,20230119,230.12,232.85,224.55,231.64,229.3,2.34,1.0205,102438.63,2340350.33
601888.SH,20230120,233.96,234.2,229.79,230.5,231.64,-1.14,-0.4921,71913.93,1662370.152
601888.SH,20230130,239.5,239.99,216.4,217.49,230.5,-13.01,-5.6443,300595.8,6730601.758
601888.SH,20230131,218.2,219.9,210.98,212.3,217.49,-5.19,-2.3863,177606.81,3807148.859
601888.SH,20230201,213.99,213.99,208.88,212.85,212.3,0.55,0.2591,158388.28,3339232.501
601888.SH,20230202,213.58,215.57,210.7,215.22,212.85,2.37,1.1135,124110.6,2651656.825
601888.SH,20230203,213.91,214.0,207.93,210.96,215.22,-4.26,-1.9794,111671.1,2345878.528
601888.SH,20230206,208.0,209.0,204.03,206.16,210.96,-4.8,-2.2753,135346.77,2787672.279
601888.SH,20230207,206.01,207.45,204.5,205.56,206.16,-0.6,-0.291,84532.03,1739326.68
601888.SH,20230208,206.01,206.99,204.04,204.31,205.56,-1.25,-0.6081,62145.98,1276909.165
601888.SH,20230209,204.0,207.99,203.81,205.69,204.31,1.38,0.6754,111068.37,2283160.768
601888.SH,20230210,205.0,205.2,202.01,204.42,205.69,-1.27,-0.6174,94317.56,1920875.053
601888.SH,20230213,203.33,208.68,202.21,208.0,204.42,3.58,1.7513,149740.41,3088843.577
601888.SH,20230214,207.2,207.8,203.08,205.45,208.0,-2.55,-1.226,138467.68,2828032.692
601888.SH,20230215,205.0,205.45,200.39,200.5,205.45,-4.95,-2.4093,140555.21,2833275.652
601888.SH,20230216,200.65,207.0,200.65,204.18,200.5,3.68,1.8354,165110.15,3384291.573
601888.SH,20230217,203.11,206.8,200.51,200.54,204.18,-3.64,-1.7827,102986.13,2090272.681
601888.SH,20230220,201.07,206.0,198.77,205.97,200.54,5.43,2.7077,117596.14,2389184.781
601888.SH,20230221,205.0,205.9,201.3,203.5,205.97,-2.47,-1.1992,96533.74,1957352.283
601888.SH,20230222,201.57,203.0,200.11,200.54,203.5,-2.96,-1.4545,78749.77,1582361.681
601888.SH,20230223,200.2,201.88,199.2,199.99,200.54,-0.55,-0.2743,64544.19,1290616.596
601888.SH,20230224,200.67,200.88,197.01,197.51,199.99,-2.48,-1.2401,86520.75,1713111.187
601888.SH,20230227,195.7,198.58,194.85,197.31,197.51,-0.2,-0.1013,80008.56,1574683.341
601888.SH,20230228,198.3,199.29,194.91,197.58,197.31,0.27,0.1368,88489.1,1739191.785
601888.SH,20230301,197.1,198.7,195.77,196.85,197.58,-0.73,-0.3695,99847.82,1965451.733
601888.SH,20230302,196.86,197.8,195.1,195.52,196.85,-1.33,-0.6756,73392.23,1439004.758
601888.SH,20230303,196.29,197.2,194.55,196.06,195.52,0.54,0.2762,76192.96,1493622.545
601888.SH,20230306,196.96,197.49,189.88,191.93,196.06,-4.13,-2.1065,190254.96,3654944.819
601888.SH,20230307,191.84,192.7,188.57,188.6,191.93,-3.33,-1.735,115365.39,2196986.702
601888.SH,20230308,187.42,188.45,186.68,187.65,188.6,-0.95,-0.5037,69297.08,1299084.751
601888.SH,20230309,187.78,188.33,183.48,184.49,187.65,-3.16,-1.684,123286.94,2281501.632
601888.SH,20230310,182.0,183.89,181.66,181.73,184.49,-2.76,-1.496,91582.5,1670820.063
601888.SH,20230313,181.53,188.39,181.5,186.81,181.73,5.08,2.7954,150244.19,2801211.305
601888.SH,20230314,186.1,186.91,183.72,186.35,186.81,-0.46,-0.2462,80749.72,1499754.067
601888.SH,20230315,189.61,190.2,182.55,182.95,186.35,-3.4,-1.8245,123775.81,2296215.358
601888.SH,20230316,181.0,185.99,180.0,184.26,182.95,1.31,0.716,110335.93,2029892.403
601888.SH,20230317,186.14,188.8,184.5,185.3,184.26,1.04,0.5644,122350.57,2283431.511
601888.SH,20230320,185.8,185.8,180.5,182.67,185.3,-2.63,-1.4193,90504.09,1652859.005
601888.SH,20230321,183.5,188.23,183.11,188.0,182.67,5.33,2.9178,115619.56,2155499.241
601888.SH,20230322,189.0,189.74,184.04,184.69,188.0,-3.31,-1.7606,123594.61,2298382.22
601888.SH,20230323,183.5,185.1,182.0,184.56,184.69,-0.13,-0.0704,77245.64,1418145.375
601888.SH,20230324,183.7,187.5,183.61,186.32,184.56,1.76,0.9536,81838.45,1523835.514
601888.SH,20230327,186.33,186.33,183.8,184.75,186.32,-1.57,-0.8426,70079.79,1293425.255
601888.SH,20230328,185.6,185.87,181.67,182.61,184.75,-2.14,-1.1583,98442.56,1799425.495
601888.SH,20230329,183.4,185.49,181.89,182.54,182.61,-0.07,-0.0383,80704.33,1479806.736
601888.SH,20230330,182.59,187.57,182.57,187.47,182.54,4.93,2.7008,131501.71,2436582.532
601888.SH,20230331,187.52,187.99,182.78,183.24,187.47,-4.23,-2.2564,143721.98,2654025.68
601888.SH,20230403,183.0,187.0,181.01,184.39,183.24,1.15,0.6276,157422.23,2899838.015
601888.SH,20230404,184.1,184.3,175.9,178.04,184.39,-6.35,-3.4438,259280.16,4657942.478
601888.SH,20230406,175.01,180.48,173.64,176.82,178.04,-1.22,-0.6852,143947.86,2546608.757
601888.SH,20230407,177.0,183.43,176.87,181.82,176.82,5.0,2.8277,151657.73,2754444.07
601888.SH,20230410,181.16,181.8,178.69,179.85,181.82,-1.97,-1.0835,88417.22,1591044.642
601888.SH,20230411,179.87,182.82,178.21,179.27,179.85,-0.58,-0.3225,110630.31,1995413.329
601888.SH,20230412,179.27,180.0,175.79,176.0,179.27,-3.27,-1.8241,130403.93,2306412.82
601888.SH,20230413,175.95,177.32,174.46,176.65,176.0,0.65,0.3693,110459.98,1938712.916
601888.SH,20230414,176.78,177.5,174.34,174.78,176.65,-1.87,-1.0586,111485.32,1957030.927
601888.SH,20230417,176.06,180.32,175.15,179.81,174.78,5.03,2.8779,182016.43,3255067.34
601888.SH,20230418,180.32,181.24,178.28,180.3,179.81,0.49,0.2725,99498.32,1787537.931
601888.SH,20230419,180.4,180.4,175.31,176.96,180.3,-3.34,-1.8525,120753.05,2137285.311
601888.SH,20230420,176.6,176.96,170.2,171.0,176.96,-5.96,-3.368,183436.36,3170302.235
601888.SH,20230421,171.0,171.48,166.66,167.17,171.0,-3.83,-2.2398,166861.01,2809562.365
601888.SH,20230424,167.1,167.11,163.01,163.89,167.17,-3.28,-1.9621,140556.15,2312850.122
601888.SH,20230425,162.11,162.78,159.12,161.95,163.89,-1.94,-1.1837,147287.85,2372490.208
601888.SH,20230426,161.67,165.08,161.51,162.0,161.95,0.05,0.0309,120450.04,1959599.371
601888.SH,20230427,162.1,162.95,160.72,161.6,162.0,-0.4,-0.2469,113458.85,1833217.807
601888.SH,20230428,164.77,166.38,157.61,160.98,161.6,-0.62,-0.3837,227472.72,3660437.107
601888.SH,20230504,158.0,158.98,151.8,153.32,160.98,-7.66,-4.7584,309365.99,4768652.388
601888.SH,20230505,153.25,154.5,150.99,152.88,153.32,-0.44,-0.287,132287.61,2020904.523
601888.SH,20230508,152.5,152.5,148.11,149.86,152.88,-3.02,-1.9754,188784.29,2823446.696
601888.SH,20230509,149.0,150.95,147.6,147.61,149.86,-2.25,-1.5014,160126.99,2388177.895
